1.7636,1.00681,0.475056,0.18329,0.042762,
2.09199,1.12257,0.531492,0.231217,0.040091,
2.11014,1.3352,0.651753,0.218117,0.044022,
2.19547,1.24592,0.560269,0.256107,0.047091,
2.28725,1.34631,0.722307,0.219578,0.040532,
2.10839,1.0639,0.549022,0.180199,0.040882,
1.99586,1.03662,0.521744,0.188094,0.046876,
2.15884,1.31941,0.572437,0.19553,0.047362,
2.40811,1.41418,0.680522,0.231153,0.042503,
2.34,1.37298,0.687564,0.229039,0.049962,
2.43272,1.2917,0.638467,0.219749,0.03942,
2.44589,1.25888,0.646986,0.212104,0.037825,
1.97288,1.28129,0.529548,0.174861,0.032332,
2.23211,1.18371,0.708641,0.215092,0.036475,
2.3748,1.38756,0.699909,0.25792,0.034713,
2.22971,1.46257,0.676561,0.203252,0.041658,
2.52413,1.37213,0.514404,0.168687,0.033287,
2.23537,1.47627,0.653098,0.200917,0.038716,
2.12982,1.11257,0.530944,0.178306,0.045491,
1.99514,1.20253,0.598266,0.216355,0.034681,
2.23903,1.41556,0.71541,0.225283,0.036831,
2.07332,1.48227,0.718346,0.222818,0.033806,
2.23946,1.35667,0.677903,0.209795,0.042811,
2.44503,1.41351,0.613081,0.250588,0.043792,
2.48237,1.46469,0.538312,0.19248,0.04149,
2.43529,1.42276,0.617305,0.225668,0.052878,
2.21187,1.24476,0.672401,0.201378,0.039517,
2.42886,1.42386,0.660703,0.184956,0.041077,
2.27514,1.34096,0.58421,0.202687,0.036839,
2.55958,1.45339,0.724689,0.231904,0.054598,
2.38719,1.44273,0.763529,0.247194,0.062214,
2.38562,1.49733,0.823294,0.282408,0.054824,
2.56112,1.58429,0.773257,0.269735,0.055014,
2.85821,1.61255,0.827204,0.254731,0.053278,
2.75071,1.45488,0.806924,0.269401,0.045336,
2.58986,1.4306,0.6684,0.242421,0.040052,
2.36424,1.29497,0.524745,0.154687,0.033534,
2.26806,1.40717,0.711196,0.247924,0.047459,
2.46226,1.34552,0.694066,0.239087,0.04154,
2.35567,1.40707,0.694296,0.188483,0.038275,
2.26391,1.14061,0.72168,0.216618,0.039765,
2.23431,1.39896,0.583796,0.159972,0.031737,
2.46523,1.39663,0.660271,0.244084,0.047831,
2.53439,1.37412,0.594876,0.187732,0.035102,
2.49836,1.41916,0.837738,0.277293,0.043663,
2.34792,1.26471,0.551153,0.174001,0.034612,
2.59433,1.39037,0.713499,0.204882,0.042008,
2.36228,1.29275,0.649669,0.210516,0.036759,
2.64732,1.46703,0.754776,0.265578,0.051444,
2.26098,1.39369,0.75617,0.213172,0.041403,
2.4733,1.49328,0.708231,0.209948,0.036707,
2.37266,1.479,0.697349,0.165526,0.037246,
2.5079,1.5122,0.692885,0.212141,0.036778,
2.30321,1.43474,0.737563,0.246828,0.042023,
2.25935,1.3411,0.619043,0.175745,0.041829,
2.04387,1.12666,0.491815,0.16956,0.03059,
2.39712,1.47656,0.580332,0.184549,0.032802,
2.24105,1.34841,0.600514,0.187542,0.034664,
2.21794,1.26391,0.737161,0.248883,0.04272,
2.12126,1.33888,0.709799,0.240011,0.039144,
2.63872,1.60476,0.683196,0.195296,0.048328,
2.73776,1.40174,0.696128,0.21017,0.039506,
2.50312,1.37953,0.76313,0.258808,0.043761,
2.53614,1.30735,0.716331,0.259338,0.039298,
2.35904,1.30993,0.644633,0.240146,0.049582,
2.54879,1.50901,0.733297,0.268742,0.048797,
2.47605,1.37084,0.764739,0.222079,0.035776,
2.48136,1.33079,0.732346,0.206666,0.036099,
2.40215,1.3019,0.554235,0.174686,0.036902,
2.10934,1.37222,0.695307,0.173833,0.037388,
2.32247,1.45604,0.590799,0.188113,0.038646,
2.58718,1.34037,0.658204,0.185161,0.036662,
2.2952,1.32665,0.591549,0.162424,0.033803,
2.36818,1.20399,0.615921,0.182017,0.035575,
2.30443,1.33837,0.630874,0.18711,0.041148,
2.43085,1.41002,0.621584,0.184561,0.032489,
2.38688,1.42578,0.732934,0.273316,0.045116,
2.16569,1.33991,0.738972,0.212737,0.039463,
2.10133,1.3885,0.751944,0.210079,0.033915,
2.66605,1.48181,0.656982,0.229194,0.036043,
2.46358,1.55773,0.784485,0.230975,0.045362,
2.2966,1.26346,0.767105,0.260219,0.047394,
2.35003,1.36585,0.718385,0.257852,0.041482,
2.57687,1.3621,0.69774,0.242443,0.047835,
2.5196,1.45937,0.730196,0.249593,0.043315,
2.28507,1.56983,0.730366,0.261927,0.04616,
2.52936,1.42366,0.621349,0.204524,0.03659,
2.07884,1.52985,0.801693,0.234092,0.039867,
2.4878,1.21419,0.632332,0.174949,0.036986,
2.44467,1.47799,0.678755,0.255392,0.042296,
2.57795,1.4769,0.758815,0.285303,0.049023,
2.33503,1.63809,0.829672,0.238898,0.053707,
2.63225,1.53816,0.754187,0.223323,0.042534,
2.60717,1.60707,0.741935,0.266789,0.04863,
2.31213,1.41735,0.815989,0.210209,0.036671,
2.60111,1.44523,0.778504,0.242988,0.045909,
2.43311,1.4357,0.714126,0.273234,0.047499,
2.53413,1.62174,0.713032,0.247194,0.045255,
2.6393,1.3677,0.639632,0.19748,0.035441,
2.06873,1.28042,0.655531,0.213366,0.044196
